Date,Price,Open,High,Low,per_change
28-Mar-18,1.2308,1.2403,1.2424,1.23,-0.0077
29-Mar-18,1.2302,1.2308,1.2335,1.2282,-0.0005
30-Mar-18,1.2323,1.2301,1.2331,1.2293,0.0017
2-Apr-18,1.2302,1.2323,1.2346,1.2282,-0.0017
3-Apr-18,1.227,1.2304,1.2336,1.2253,-0.0026
4-Apr-18,1.2278,1.2269,1.2315,1.2256,0.0007
5-Apr-18,1.224,1.2278,1.2292,1.2218,-0.0031
6-Apr-18,1.2283,1.224,1.2292,1.2214,0.0035
9-Apr-18,1.2321,1.2279,1.2331,1.2261,0.0031
10-Apr-18,1.2356,1.232,1.2379,1.2303,0.0028
11-Apr-18,1.2367,1.2357,1.2397,1.2347,0.0009
12-Apr-18,1.2327,1.2368,1.2382,1.23,-0.0032
13-Apr-18,1.2331,1.2327,1.2348,1.2307,0.0003
16-Apr-18,1.238,1.233,1.2395,1.2325,0.004
17-Apr-18,1.237,1.2378,1.2413,1.2335,-0.0008
18-Apr-18,1.2373,1.2369,1.2398,1.2343,0.0002
19-Apr-18,1.2346,1.2373,1.2402,1.2329,-0.0022
20-Apr-18,1.2288,1.2346,1.2354,1.225,-0.0047
23-Apr-18,1.2209,1.2289,1.2292,1.2198,-0.0064
24-Apr-18,1.2232,1.2209,1.2247,1.2182,0.0019
25-Apr-18,1.2161,1.2232,1.224,1.216,-0.0058
26-Apr-18,1.2103,1.2161,1.2211,1.2096,-0.0048
27-Apr-18,1.213,1.2105,1.2135,1.2055,0.0022
30-Apr-18,1.2079,1.2125,1.2141,1.2064,-0.0042
1-May-18,1.1993,1.2076,1.2086,1.1981,-0.0071
2-May-18,1.1951,1.1992,1.2033,1.1938,-0.0035
3-May-18,1.1988,1.1951,1.2009,1.1946,0.0031
4-May-18,1.196,1.1989,1.1997,1.1911,-0.0023
7-May-18,1.1922,1.1953,1.198,1.1898,-0.0032
8-May-18,1.1864,1.1924,1.1941,1.1838,-0.0049
9-May-18,1.185,1.1863,1.1898,1.1822,-0.0012
10-May-18,1.1915,1.1852,1.1948,1.1843,0.0055
11-May-18,1.1944,1.1917,1.197,1.1891,0.0024
14-May-18,1.1927,1.1947,1.1998,1.1926,-0.0014
15-May-18,1.1838,1.1925,1.1939,1.1817,-0.0075
16-May-18,1.1807,1.1837,1.1854,1.1762,-0.0026
17-May-18,1.1795,1.1808,1.1839,1.1775,-0.001
18-May-18,1.1778,1.1796,1.1825,1.1749,-0.0014
21-May-18,1.1791,1.1764,1.1797,1.1717,0.0011
22-May-18,1.1779,1.1792,1.183,1.1754,-0.001
23-May-18,1.1697,1.1778,1.179,1.1675,-0.007
24-May-18,1.172,1.1695,1.175,1.1688,0.002
25-May-18,1.1652,1.172,1.1735,1.1645,-0.0058
28-May-18,1.1623,1.1651,1.1729,1.1605,-0.0025
29-May-18,1.154,1.1625,1.1641,1.1508,-0.0071
30-May-18,1.1663,1.154,1.1678,1.1518,0.0107
31-May-18,1.1692,1.1665,1.1726,1.1641,0.0025
1-Jun-18,1.1661,1.1691,1.1718,1.1617,-0.0027
4-Jun-18,1.1699,1.1656,1.1744,1.1652,0.0033
5-Jun-18,1.1718,1.1698,1.1733,1.1652,0.0016
6-Jun-18,1.1773,1.1717,1.1797,1.1708,0.0047
7-Jun-18,1.1799,1.1774,1.1842,1.1772,0.0022
8-Jun-18,1.1768,1.18,1.1812,1.1726,-0.0026
11-Jun-18,1.1784,1.1766,1.1822,1.1754,0.0014
12-Jun-18,1.1745,1.1784,1.1811,1.1733,-0.0033
13-Jun-18,1.1791,1.1745,1.1803,1.1725,0.0039
14-Jun-18,1.1569,1.1791,1.1853,1.1562,-0.0188
15-Jun-18,1.1609,1.1568,1.1629,1.1543,0.0035
18-Jun-18,1.1623,1.1609,1.1625,1.1563,0.0012
19-Jun-18,1.159,1.1624,1.1646,1.153,-0.0028
20-Jun-18,1.1572,1.159,1.1602,1.1537,-0.0016
21-Jun-18,1.1603,1.1572,1.1635,1.1509,0.0027
22-Jun-18,1.1657,1.1604,1.1677,1.16,0.0047
25-Jun-18,1.1704,1.1659,1.1715,1.1627,0.004
26-Jun-18,1.1647,1.1704,1.1722,1.1635,-0.0049
27-Jun-18,1.1554,1.1647,1.1674,1.1541,-0.008
28-Jun-18,1.1569,1.1555,1.1602,1.1527,0.0013
29-Jun-18,1.1685,1.1569,1.1692,1.1558,0.01
2-Jul-18,1.1641,1.1651,1.1699,1.159,-0.0038
3-Jul-18,1.1657,1.1641,1.1675,1.1621,0.0014
4-Jul-18,1.1656,1.1658,1.1684,1.1629,-0.0001
5-Jul-18,1.1691,1.1655,1.1722,1.1649,0.003
6-Jul-18,1.1747,1.169,1.1769,1.1679,0.0048
9-Jul-18,1.1751,1.1748,1.1792,1.1731,0.0003
10-Jul-18,1.1744,1.1751,1.1764,1.169,-0.0006
11-Jul-18,1.1674,1.1745,1.176,1.1665,-0.006
12-Jul-18,1.1672,1.1674,1.1697,1.1648,-0.0002
13-Jul-18,1.1685,1.1669,1.1688,1.161,0.0011
16-Jul-18,1.171,1.1676,1.1726,1.1674,0.0021
17-Jul-18,1.1661,1.1711,1.1746,1.165,-0.0042
18-Jul-18,1.1639,1.166,1.1665,1.1601,-0.0019
19-Jul-18,1.1643,1.1639,1.168,1.1574,0.0003
20-Jul-18,1.172,1.1644,1.174,1.1626,0.0066
23-Jul-18,1.1692,1.173,1.1752,1.1682,-0.0024
24-Jul-18,1.1686,1.1692,1.1719,1.1654,-0.0005
25-Jul-18,1.1728,1.1684,1.1739,1.1663,0.0036
26-Jul-18,1.1643,1.1728,1.1744,1.1639,-0.0072
27-Jul-18,1.1658,1.1643,1.1665,1.1621,0.0013
30-Jul-18,1.1706,1.166,1.1721,1.1648,0.0041
31-Jul-18,1.1691,1.1706,1.1745,1.1682,-0.0013
1-Aug-18,1.166,1.1691,1.1701,1.1656,-0.0027
2-Aug-18,1.1584,1.166,1.1669,1.1582,-0.0065
3-Aug-18,1.1567,1.1583,1.1611,1.1559,-0.0015
6-Aug-18,1.1554,1.1571,1.1574,1.1527,-0.0011
7-Aug-18,1.1599,1.1555,1.161,1.1547,0.0039
8-Aug-18,1.1611,1.1598,1.1629,1.1571,0.001
9-Aug-18,1.1527,1.1609,1.162,1.1525,-0.0072
10-Aug-18,1.1411,1.1526,1.1537,1.1384,-0.0101
13-Aug-18,1.1409,1.1389,1.1434,1.1364,-0.0002
14-Aug-18,1.1344,1.141,1.1431,1.133,-0.0057
15-Aug-18,1.1345,1.1344,1.1357,1.1299,0.0001
16-Aug-18,1.1377,1.1345,1.1411,1.1335,0.0028
17-Aug-18,1.1439,1.1377,1.1447,1.1365,0.0054
20-Aug-18,1.1481,1.1442,1.1486,1.1394,0.0037
21-Aug-18,1.1571,1.1482,1.1602,1.1479,0.0078
22-Aug-18,1.1597,1.157,1.1624,1.1551,0.0022
23-Aug-18,1.1539,1.1596,1.1601,1.153,-0.005
24-Aug-18,1.1623,1.154,1.1641,1.1533,0.0073
27-Aug-18,1.1678,1.1631,1.1694,1.1592,0.0047
28-Aug-18,1.1695,1.1678,1.1735,1.1662,0.0015
29-Aug-18,1.1708,1.1695,1.1712,1.1652,0.0011
30-Aug-18,1.1671,1.1707,1.172,1.1641,-0.0032
31-Aug-18,1.1601,1.1671,1.1692,1.1585,-0.006
3-Sep-18,1.1624,1.1596,1.1629,1.1583,0.002
4-Sep-18,1.1582,1.1623,1.1629,1.1528,-0.0036
5-Sep-18,1.1629,1.1581,1.164,1.1542,0.0041
6-Sep-18,1.1622,1.1629,1.166,1.1603,-0.0006
7-Sep-18,1.1553,1.1624,1.1651,1.155,-0.0059
10-Sep-18,1.1594,1.156,1.1617,1.1526,0.0035
11-Sep-18,1.1607,1.1594,1.1645,1.1565,0.0011
12-Sep-18,1.1626,1.1604,1.1651,1.157,0.0016
13-Sep-18,1.169,1.1627,1.1703,1.1608,0.0055
14-Sep-18,1.163,1.169,1.1724,1.1619,-0.0051
17-Sep-18,1.1683,1.1623,1.1699,1.1617,0.0046
18-Sep-18,1.1667,1.1684,1.1726,1.1651,-0.0014
19-Sep-18,1.1673,1.1667,1.1716,1.1648,0.0005
20-Sep-18,1.1777,1.1671,1.1786,1.1665,0.0089
21-Sep-18,1.175,1.1776,1.1804,1.1731,-0.0023
24-Sep-18,1.1748,1.1751,1.1817,1.1723,-0.0002
25-Sep-18,1.1772,1.1748,1.1793,1.173,0.002
26-Sep-18,1.174,1.1767,1.1799,1.1726,-0.0027
27-Sep-18,1.1641,1.174,1.1759,1.1637,-0.0084
28-Sep-18,1.1609,1.1641,1.1652,1.1567,-0.0027
1-Oct-18,1.1578,1.1609,1.163,1.1563,-0.0027
2-Oct-18,1.1548,1.1578,1.1582,1.1506,-0.0026
3-Oct-18,1.1478,1.1548,1.1595,1.1465,-0.0061
4-Oct-18,1.1515,1.1478,1.1543,1.1464,0.0032
5-Oct-18,1.1524,1.1513,1.155,1.1483,0.0008
8-Oct-18,1.1492,1.152,1.1536,1.1459,-0.0028
9-Oct-18,1.149,1.1491,1.1504,1.143,-0.0002
10-Oct-18,1.152,1.1491,1.1547,1.1479,0.0026
11-Oct-18,1.1594,1.1519,1.16,1.1517,0.0064
12-Oct-18,1.1563,1.1592,1.1611,1.1534,-0.0027
15-Oct-18,1.1579,1.1559,1.1608,1.1537,0.0014
16-Oct-18,1.1575,1.158,1.1623,1.1564,-0.0003
17-Oct-18,1.1501,1.1575,1.1585,1.1495,-0.0064
18-Oct-18,1.1453,1.15,1.1528,1.1448,-0.0042
19-Oct-18,1.1515,1.1451,1.1536,1.1433,0.0054
22-Oct-18,1.1465,1.1507,1.1552,1.1455,-0.0043
23-Oct-18,1.1471,1.1466,1.1495,1.1438,0.0005
24-Oct-18,1.1392,1.147,1.1477,1.1378,-0.0069
25-Oct-18,1.1376,1.1392,1.1434,1.1355,-0.0014
26-Oct-18,1.1403,1.1376,1.1422,1.1334,0.0024
29-Oct-18,1.1373,1.1408,1.1418,1.1361,-0.0026
30-Oct-18,1.1344,1.1372,1.1387,1.1338,-0.0025
31-Oct-18,1.1312,1.1345,1.1363,1.1301,-0.0028
1-Nov-18,1.1409,1.1311,1.1426,1.1306,0.0086
2-Nov-18,1.1387,1.1408,1.1458,1.1372,-0.0019
5-Nov-18,1.1407,1.1391,1.1425,1.1356,0.0018
6-Nov-18,1.1427,1.1406,1.144,1.1389,0.0018
7-Nov-18,1.1426,1.1427,1.1502,1.1395,-0.0001
8-Nov-18,1.1363,1.1425,1.1448,1.1352,-0.0055
9-Nov-18,1.1336,1.1364,1.1371,1.1315,-0.0024
12-Nov-18,1.1218,1.1331,1.1333,1.1214,-0.0104
13-Nov-18,1.1291,1.1219,1.1296,1.1216,0.0065
14-Nov-18,1.131,1.129,1.1349,1.1262,0.0017
15-Nov-18,1.1328,1.1309,1.1364,1.1271,0.0016
16-Nov-18,1.142,1.133,1.1423,1.132,0.0081
19-Nov-18,1.1453,1.1403,1.1467,1.1393,0.0029
20-Nov-18,1.1371,1.1453,1.1473,1.1357,-0.0072
21-Nov-18,1.1385,1.1371,1.1426,1.1363,0.0012
22-Nov-18,1.1408,1.1382,1.1434,1.1378,0.002
23-Nov-18,1.1341,1.1403,1.1422,1.1325,-0.0059
26-Nov-18,1.1328,1.1343,1.1385,1.1323,-0.0011
27-Nov-18,1.1288,1.1326,1.1344,1.1276,-0.0035
28-Nov-18,1.1366,1.1291,1.1387,1.1264,0.0069
29-Nov-18,1.1393,1.1367,1.1403,1.1348,0.0024
30-Nov-18,1.1317,1.1395,1.1402,1.1304,-0.0067
3-Dec-18,1.1354,1.1315,1.1382,1.1315,0.0033
4-Dec-18,1.1345,1.1354,1.1421,1.1318,-0.0008
5-Dec-18,1.1344,1.1342,1.1361,1.1309,-0.0001
6-Dec-18,1.1376,1.1345,1.1414,1.1321,0.0028
7-Dec-18,1.1378,1.1377,1.1425,1.1359,0.0002
10-Dec-18,1.1356,1.1401,1.1444,1.1349,-0.0019
11-Dec-18,1.1316,1.1361,1.1402,1.1304,-0.0035
12-Dec-18,1.1368,1.1317,1.1388,1.1312,0.0046
13-Dec-18,1.1363,1.1369,1.1396,1.133,-0.0004
14-Dec-18,1.1309,1.1362,1.1374,1.1268,-0.0048
17-Dec-18,1.1347,1.1308,1.136,1.1299,0.0034
18-Dec-18,1.1361,1.1346,1.1402,1.1336,0.0012
19-Dec-18,1.1377,1.1361,1.1442,1.136,0.0014
20-Dec-18,1.1446,1.1377,1.1487,1.1371,0.0061
21-Dec-18,1.1369,1.1447,1.1477,1.1353,-0.0067
24-Dec-18,1.14,1.137,1.1439,1.135,0.0027
25-Dec-18,1.1362,1.14,1.1429,1.1361,-0.0033
26-Dec-18,1.1353,1.1363,1.1423,1.1342,-0.0008
27-Dec-18,1.143,1.1353,1.1457,1.1349,0.0068
28-Dec-18,1.1438,1.1429,1.1478,1.1424,0.0007
31-Dec-18,1.147,1.1443,1.147,1.1421,0.0028
1-Jan-19,1.1464,1.1466,1.1481,1.1425,-0.0005
2-Jan-19,1.1343,1.1464,1.1499,1.1325,-0.0106
3-Jan-19,1.1394,1.1345,1.1413,1.1309,0.0045
4-Jan-19,1.1395,1.1393,1.1422,1.1345,0.0001
7-Jan-19,1.1476,1.1392,1.1485,1.1392,0.0071
8-Jan-19,1.1442,1.1476,1.1487,1.1422,-0.003
9-Jan-19,1.1543,1.1444,1.1556,1.1435,0.0088
10-Jan-19,1.15,1.1542,1.1572,1.1485,-0.0037
11-Jan-19,1.1469,1.1499,1.1542,1.1457,-0.0027
14-Jan-19,1.1477,1.1471,1.1485,1.144,0.0007
15-Jan-19,1.1417,1.1473,1.1494,1.1381,-0.0052
16-Jan-19,1.14,1.1414,1.1429,1.1377,-0.0015
17-Jan-19,1.1398,1.1396,1.141,1.1369,-0.0002
18-Jan-19,1.1363,1.1389,1.1413,1.1352,-0.0031
21-Jan-19,1.1366,1.1371,1.1409,1.1355,0.0003
22-Jan-19,1.1359,1.1365,1.1386,1.1334,-0.0006
23-Jan-19,1.1381,1.1358,1.1397,1.1348,0.0019
24-Jan-19,1.1306,1.138,1.1398,1.1287,-0.0066
25-Jan-19,1.1415,1.1306,1.1421,1.1298,0.0096
28-Jan-19,1.1434,1.1404,1.1445,1.1388,0.0017
29-Jan-19,1.1432,1.1428,1.1453,1.141,-0.0002
30-Jan-19,1.1479,1.1433,1.1503,1.1404,0.0041
31-Jan-19,1.1446,1.148,1.1517,1.1434,-0.0029
1-Feb-19,1.1456,1.1447,1.149,1.1433,0.0009
4-Feb-19,1.1438,1.1457,1.1467,1.1421,-0.0016
5-Feb-19,1.1415,1.1442,1.1456,1.14,-0.002
6-Feb-19,1.1362,1.1406,1.142,1.1359,-0.0046
7-Feb-19,1.1341,1.136,1.1375,1.1322,-0.0018
8-Feb-19,1.133,1.1346,1.1355,1.132,-0.001
11-Feb-19,1.1276,1.1328,1.1331,1.1264,-0.0048
12-Feb-19,1.1325,1.128,1.1342,1.1256,0.0043
13-Feb-19,1.1267,1.1326,1.1346,1.126,-0.0051
14-Feb-19,1.1301,1.1262,1.1313,1.1247,0.003
15-Feb-19,1.1295,1.1295,1.1313,1.1233,-0.0005
18-Feb-19,1.1311,1.1288,1.1337,1.1284,0.0014
19-Feb-19,1.1341,1.131,1.1358,1.1274,0.0027
20-Feb-19,1.1337,1.1342,1.1374,1.1324,-0.0004
21-Feb-19,1.1336,1.1338,1.1368,1.132,-0.0001
22-Feb-19,1.1343,1.1337,1.136,1.1315,0.0006
25-Feb-19,1.1359,1.1338,1.1369,1.1323,0.0014
26-Feb-19,1.1387,1.1366,1.1404,1.1343,0.0025
27-Feb-19,1.1369,1.1396,1.1404,1.136,-0.0016
28-Feb-19,1.1371,1.1371,1.1421,1.1357,0.0002
1-Mar-19,1.1377,1.1372,1.141,1.1353,0.0005
4-Mar-19,1.134,1.138,1.1398,1.1309,-0.0033
5-Mar-19,1.1308,1.1339,1.1353,1.129,-0.0028
6-Mar-19,1.1307,1.1313,1.1328,1.1286,-0.0001
7-Mar-19,1.1194,1.1306,1.1322,1.1176,-0.01
8-Mar-19,1.124,1.1194,1.1248,1.1185,0.0041
11-Mar-19,1.1249,1.124,1.126,1.1222,0.0008
12-Mar-19,1.1288,1.1249,1.1309,1.1244,0.0035
13-Mar-19,1.1327,1.1288,1.1341,1.1277,0.0035
14-Mar-19,1.1304,1.133,1.1343,1.1294,-0.002
15-Mar-19,1.1325,1.1304,1.1345,1.1295,0.0019
18-Mar-19,1.1337,1.1322,1.136,1.1316,0.0011
19-Mar-19,1.1352,1.1338,1.1364,1.1334,0.0013
20-Mar-19,1.1414,1.1352,1.145,1.1336,0.0055
21-Mar-19,1.1375,1.1413,1.144,1.1342,-0.0034
22-Mar-19,1.1314,1.1376,1.1393,1.1272,-0.0054
25-Mar-19,1.1313,1.1294,1.1334,1.1284,-0.0001
26-Mar-19,1.1266,1.1313,1.1329,1.1263,-0.0042
27-Mar-19,1.1247,1.1266,1.1286,1.124,-0.0017
28-Mar-19,1.1222,1.1244,1.1264,1.1214,-0.0022
29-Mar-19,1.1218,1.122,1.1248,1.1208,-0.0004
1-Apr-19,1.1213,1.1217,1.125,1.1202,-0.0004
2-Apr-19,1.1204,1.1217,1.122,1.1183,-0.0008
3-Apr-19,1.1235,1.1204,1.1256,1.12,0.0028
4-Apr-19,1.1221,1.1233,1.1249,1.1205,-0.0012
5-Apr-19,1.1216,1.1223,1.1246,1.121,-0.0004
8-Apr-19,1.1261,1.1218,1.1277,1.1213,0.004
9-Apr-19,1.1263,1.1272,1.1287,1.1255,0.0002
10-Apr-19,1.1274,1.1261,1.1286,1.1228,0.001
11-Apr-19,1.1253,1.1274,1.1293,1.1249,-0.0019
12-Apr-19,1.1302,1.1255,1.1327,1.1253,0.0044
15-Apr-19,1.1309,1.13,1.1323,1.1296,0.0006
16-Apr-19,1.1281,1.1304,1.1315,1.1279,-0.0025
17-Apr-19,1.1297,1.1282,1.1326,1.128,0.0014
18-Apr-19,1.1231,1.1297,1.1307,1.1226,-0.0058
19-Apr-19,1.1248,1.124,1.1255,1.1229,0.0015
22-Apr-19,1.1258,1.1246,1.1265,1.1237,0.0009
23-Apr-19,1.1227,1.1259,1.1264,1.1192,-0.0028
24-Apr-19,1.1154,1.1229,1.1233,1.1141,-0.0065
25-Apr-19,1.1132,1.116,1.1164,1.1118,-0.002
26-Apr-19,1.1149,1.113,1.1175,1.1111,0.0015
29-Apr-19,1.1186,1.1153,1.1191,1.114,0.0033
30-Apr-19,1.1217,1.1185,1.1232,1.1176,0.0028
1-May-19,1.1196,1.1215,1.1267,1.1188,-0.0019
2-May-19,1.1179,1.1202,1.1221,1.1172,-0.0015
3-May-19,1.1202,1.1178,1.1208,1.1135,0.0021
6-May-19,1.12,1.1173,1.1212,1.116,-0.0002
7-May-19,1.1191,1.1198,1.1222,1.1165,-0.0008
8-May-19,1.1192,1.1189,1.1215,1.1181,0.0001
9-May-19,1.1222,1.1194,1.1254,1.1174,0.0027
10-May-19,1.1235,1.1215,1.1255,1.1214,0.0012
13-May-19,1.1224,1.1241,1.1266,1.1221,-0.001
14-May-19,1.1204,1.1224,1.1247,1.12,-0.0018
15-May-19,1.1202,1.1205,1.1226,1.1177,-0.0002
16-May-19,1.1174,1.1202,1.1227,1.1166,-0.0025
17-May-19,1.1158,1.1176,1.1186,1.1155,-0.0014
20-May-19,1.1171,1.1158,1.1177,1.1148,0.0012
21-May-19,1.116,1.1171,1.1189,1.1142,-0.001
22-May-19,1.1153,1.1166,1.118,1.1145,-0.0006
23-May-19,1.118,1.115,1.1187,1.1106,0.0024
24-May-19,1.1204,1.1183,1.1215,1.1175,0.0021
27-May-19,1.1199,1.1197,1.1218,1.1186,-0.0004
28-May-19,1.116,1.1198,1.1202,1.1158,-0.0035
29-May-19,1.1131,1.1162,1.1175,1.1124,-0.0026
30-May-19,1.1131,1.113,1.1144,1.1115,0
31-May-19,1.1169,1.1134,1.1181,1.1125,0.0034
3-Jun-19,1.1241,1.1168,1.1263,1.1155,0.0064
4-Jun-19,1.1252,1.1241,1.1278,1.1226,0.001
5-Jun-19,1.1221,1.1251,1.1308,1.1219,-0.0028
6-Jun-19,1.1276,1.1229,1.131,1.1214,0.0049
7-Jun-19,1.1333,1.1276,1.1349,1.1251,0.0051
10-Jun-19,1.1315,1.1324,1.1333,1.1291,-0.0016
11-Jun-19,1.1332,1.1313,1.134,1.1302,0.0015
12-Jun-19,1.1289,1.1326,1.1345,1.1282,-0.0038
13-Jun-19,1.1277,1.1287,1.1305,1.1268,-0.0011
14-Jun-19,1.1209,1.1282,1.1291,1.1202,-0.006
17-Jun-19,1.1218,1.1215,1.1247,1.1203,0.0008
18-Jun-19,1.1193,1.1219,1.1244,1.1181,-0.0022
19-Jun-19,1.1226,1.1193,1.1254,1.1187,0.0029
20-Jun-19,1.1292,1.1225,1.1318,1.1225,0.0059
21-Jun-19,1.1368,1.1292,1.1379,1.1283,0.0067
24-Jun-19,1.1398,1.1361,1.1405,1.1361,0.0026
25-Jun-19,1.1367,1.14,1.1414,1.1344,-0.0027
26-Jun-19,1.1369,1.1365,1.1392,1.1347,0.0002
27-Jun-19,1.137,1.1369,1.1383,1.1348,0.0001
28-Jun-19,1.137,1.1371,1.1395,1.1351,0
1-Jul-19,1.1285,1.1375,1.1375,1.128,-0.0075
2-Jul-19,1.1285,1.1286,1.1321,1.1275,0
3-Jul-19,1.1278,1.1284,1.1311,1.1268,-0.0006
4-Jul-19,1.1285,1.1277,1.1296,1.1272,0.0006
5-Jul-19,1.1226,1.1285,1.1289,1.1207,-0.0052
8-Jul-19,1.1215,1.1221,1.1235,1.1205,-0.001
9-Jul-19,1.1208,1.1215,1.1221,1.1194,-0.0006
10-Jul-19,1.1251,1.1208,1.1265,1.1202,0.0038
11-Jul-19,1.1254,1.1251,1.1287,1.1245,0.0003
12-Jul-19,1.1271,1.1254,1.1277,1.1238,0.0015
15-Jul-19,1.1258,1.1268,1.1285,1.1252,-0.0012
16-Jul-19,1.1211,1.1258,1.1265,1.1202,-0.0042
17-Jul-19,1.1224,1.121,1.1234,1.1199,0.0012
18-Jul-19,1.1277,1.1224,1.1282,1.1205,0.0047
19-Jul-19,1.1222,1.1277,1.1283,1.1204,-0.0049
22-Jul-19,1.121,1.1218,1.1227,1.1206,-0.0011
23-Jul-19,1.1153,1.121,1.1211,1.1146,-0.0051
24-Jul-19,1.1141,1.1152,1.116,1.1127,-0.0011
25-Jul-19,1.1147,1.1142,1.1189,1.1102,0.0005
26-Jul-19,1.1127,1.1147,1.1152,1.1112,-0.0018
29-Jul-19,1.1144,1.1126,1.1151,1.1112,0.0015
30-Jul-19,1.1155,1.1144,1.1162,1.1132,0.001
31-Jul-19,1.1076,1.1155,1.1163,1.1059,-0.0071
1-Aug-19,1.1085,1.1076,1.1097,1.1027,0.0008
2-Aug-19,1.1109,1.1087,1.1118,1.107,0.0022
5-Aug-19,1.1202,1.1101,1.1213,1.1101,0.0084
6-Aug-19,1.12,1.1203,1.1251,1.1168,-0.0002
7-Aug-19,1.1199,1.1199,1.1243,1.118,-0.0001
8-Aug-19,1.118,1.1199,1.1233,1.1177,-0.0017
9-Aug-19,1.12,1.1181,1.1224,1.118,0.0018
12-Aug-19,1.1214,1.1204,1.1232,1.1162,0.0012
13-Aug-19,1.1171,1.1214,1.1229,1.1171,-0.0038
14-Aug-19,1.1139,1.117,1.1191,1.113,-0.0029
15-Aug-19,1.1107,1.1138,1.1159,1.109,-0.0029
16-Aug-19,1.109,1.1106,1.1113,1.1066,-0.0015
19-Aug-19,1.1078,1.1092,1.1115,1.1076,-0.0011
20-Aug-19,1.11,1.1079,1.1107,1.1065,0.002
21-Aug-19,1.1085,1.11,1.1109,1.1081,-0.0014
22-Aug-19,1.1079,1.1084,1.1114,1.1063,-0.0005
23-Aug-19,1.1144,1.1079,1.1154,1.1051,0.0059
26-Aug-19,1.1102,1.1147,1.1166,1.1094,-0.0038
27-Aug-19,1.1091,1.1101,1.1116,1.1084,-0.001
28-Aug-19,1.1078,1.109,1.1099,1.1072,-0.0012
29-Aug-19,1.1057,1.1078,1.1093,1.1042,-0.0019
30-Aug-19,1.0991,1.1058,1.1062,1.0963,-0.006
2-Sep-19,1.0968,1.099,1.1,1.0958,-0.0021
3-Sep-19,1.0974,1.097,1.098,1.0926,0.0005
4-Sep-19,1.1035,1.0974,1.1038,1.0969,0.0056
5-Sep-19,1.1035,1.1037,1.1086,1.1017,0
6-Sep-19,1.1029,1.1035,1.1058,1.102,-0.0005
9-Sep-19,1.1048,1.1024,1.1069,1.1016,0.0017
10-Sep-19,1.1043,1.1045,1.1059,1.103,-0.0005
11-Sep-19,1.101,1.1043,1.1056,1.0984,-0.003
12-Sep-19,1.1063,1.1011,1.1088,1.0927,0.0048
13-Sep-19,1.1075,1.1064,1.1111,1.1055,0.0011
16-Sep-19,1.1002,1.1087,1.1093,1.0994,-0.0066
17-Sep-19,1.1073,1.1,1.1076,1.099,0.0065
18-Sep-19,1.103,1.1072,1.1076,1.1013,-0.0039
19-Sep-19,1.1041,1.1029,1.1074,1.1022,0.001
20-Sep-19,1.1018,1.1041,1.1069,1.0995,-0.0021
23-Sep-19,1.0993,1.1016,1.1027,1.0966,-0.0023
24-Sep-19,1.102,1.0994,1.1026,1.0984,0.0025
25-Sep-19,1.0943,1.102,1.1025,1.0938,-0.007
26-Sep-19,1.0922,1.0942,1.0968,1.0908,-0.0019
27-Sep-19,1.0939,1.092,1.0959,1.0904,0.0016
30-Sep-19,1.09,1.094,1.0949,1.0885,-0.0036
1-Oct-19,1.0932,1.0901,1.0944,1.0879,0.0029
2-Oct-19,1.0959,1.0932,1.0964,1.0903,0.0025
3-Oct-19,1.0966,1.0959,1.1001,1.0941,0.0006
4-Oct-19,1.0978,1.0964,1.0999,1.0957,0.0011
7-Oct-19,1.0971,1.0975,1.1001,1.0961,-0.0006
8-Oct-19,1.0956,1.0971,1.0997,1.0941,-0.0014
9-Oct-19,1.0971,1.0957,1.0991,1.0952,0.0014
10-Oct-19,1.1006,1.0972,1.1036,1.0971,0.0032
11-Oct-19,1.1042,1.1006,1.1064,1.1001,0.0033
14-Oct-19,1.1029,1.1043,1.1049,1.1012,-0.0012
15-Oct-19,1.1033,1.1029,1.1047,1.0991,0.0004
16-Oct-19,1.1072,1.1033,1.1087,1.1022,0.0035
17-Oct-19,1.1124,1.1073,1.1141,1.1065,0.0047
18-Oct-19,1.1171,1.1126,1.1174,1.1115,0.0042
21-Oct-19,1.1149,1.1142,1.118,1.1136,-0.002
22-Oct-19,1.1125,1.1149,1.1158,1.1117,-0.0022
23-Oct-19,1.1131,1.1124,1.114,1.1105,0.0005
24-Oct-19,1.1104,1.113,1.1162,1.1092,-0.0024
25-Oct-19,1.108,1.1105,1.1124,1.1073,-0.0022
28-Oct-19,1.11,1.1082,1.1109,1.1076,0.0018
29-Oct-19,1.1112,1.1099,1.112,1.1074,0.0011
30-Oct-19,1.115,1.1112,1.1153,1.108,0.0034
31-Oct-19,1.1152,1.1151,1.1176,1.1131,0.0002
1-Nov-19,1.1167,1.1152,1.1173,1.1128,0.0013
4-Nov-19,1.1128,1.1167,1.1177,1.1125,-0.0035
5-Nov-19,1.1075,1.1126,1.114,1.1062,-0.0048
6-Nov-19,1.1067,1.1075,1.1095,1.1065,-0.0007
7-Nov-19,1.105,1.1065,1.1092,1.1035,-0.0015
8-Nov-19,1.1018,1.105,1.1057,1.1017,-0.0029
11-Nov-19,1.1033,1.1022,1.1044,1.1016,0.0014
12-Nov-19,1.1009,1.1033,1.104,1.1003,-0.0022
13-Nov-19,1.1007,1.101,1.1021,1.0994,-0.0002
14-Nov-19,1.1023,1.1006,1.1029,1.0989,0.0015
